01. Ano,02. Nome País (Europa),03. Nome Região (Portugal),04. Âmbito Geográfico,05. Filtro 1,06. Filtro 2,07. Filtro 3,08. Escala,09. Símbolo,10. Valor
1960,,Portugal,,,,,,,10.7
1960,Alemanha,,,,,,,,11.6
1960,Áustria,,,,,,,,12.7
1960,Bélgica,,,,,,,,12.4
1960,Bulgária,,,,,,,,8.1
1960,Chéquia,,,,,,,,9.8
1960,Chipre,,,,,,,x,
1960,Croácia,,,,,,,,10.0
1960,Dinamarca,,,,,,,,9.5
1960,Eslováquia,,,,,,,,7.8
1960,Eslovénia,,,,,,,,9.6
1960,Espanha,,,,,,,,8.6
1960,Estónia,,,,,,,,10.5
1960,Finlândia,,,,,,,,9.0
1960,França,,,,,,,x,
1960,Grécia,,,,,,,,7.3
1960,Hungria,,,,,,,,10.2
1960,Irlanda,,,,,,,,11.5
1960,Itália,,,,,,,,9.6
1960,Letónia,,,,,,,,10.0
1960,Lituânia,,,,,,,,7.8
1960,Luxemburgo,,,,,,,,11.8
1960,Malta,,,,,,,,8.6
1960,Países Baixos,,,,,,,,7.6
1960,Polónia,,,,,,,,7.6
1960,Portugal,,,,,,,,10.7
1960,Roménia,,,,,,,,8.7
1960,Suécia,,,,,,,,10.0
1961,,Portugal,,,,,,,11.2
1961,Alemanha,,,,,,,,11.2
1961,Áustria,,,,,,,,12.1
1961,Bélgica,,,,,,,,11.6
1961,Bulgária,,,,,,,,7.9
1961,Chéquia,,,,,,,,9.9
1961,Chipre,,,,,,,,10.8
1961,Croácia,,,,,,,,9.1
1961,Dinamarca,,,,,,,,9.4
1961,Eslováquia,,,,,,,,7.5
1961,Eslovénia,,,,,,,,8.8
1961,Espanha,,,,,,,,8.3
1961,Estónia,,,,,,,,10.6
1961,Finlândia,,,,,,,,9.1
1961,França,,,,,,,x,
1961,Grécia,,,,,,,,7.6
1961,Hungria,,,,,,,,9.6
1961,Irlanda,,,,,,,,12.3
1961,Itália,,,,,,,,9.3
1961,Letónia,,,,,,,,10.1
1961,Lituânia,,,,,,,,7.9
1961,Luxemburgo,,,,,,,,11.4
1961,Malta,,,,,,,,9.0
1961,Países Baixos,,,,,,,,7.6
1961,Polónia,,,,,,,,7.6
1961,Portugal,,,,,,,,11.2
1961,Roménia,,,,,,,,8.7
1961,Suécia,,,,,,,,9.8
1962,,Portugal,,,,,,,10.8
1962,Alemanha,,,,,,,,11.3
1962,Áustria,,,,,,,,12.7
1962,Bélgica,,,,,,,,12.2
1962,Bulgária,,,,,,,,8.7
1962,Chéquia,,,,,,,,10.8
1962,Chipre,,,,,,,,10.6
1962,Croácia,,,,,,,,10.0
1962,Dinamarca,,,,,,,,9.8
1962,Eslováquia,,,,,,,,8.1
1962,Eslovénia,,,,,,,,9.9
1962,Espanha,,,,,,,,8.7
1962,Estónia,,,,,,,,10.9
1962,Finlândia,,,,,,,,9.5
1962,França,,,,,,,x,
1962,Grécia,,,,,,,,7.9
1962,Hungria,,,,,,,,10.8
1962,Irlanda,,,,,,,,11.9
1962,Itália,,,,,,,,10.0
1962,Letónia,,,,,,,,10.8
1962,Lituânia,,,,,,,,8.7
1962,Luxemburgo,,,,,,,,12.6
1962,Malta,,,,,,,,8.8
1962,Países Baixos,,,,,,,,7.9
1962,Polónia,,,,,,,,7.9
1962,Portugal,,,,,,,,10.8
1962,Roménia,,,,,,,,9.2
1962,Suécia,,,,,,,,10.2
1963,,Portugal,,,,,,,10.9
1963,Alemanha,,,,,,,,11.7
1963,Áustria,,,,,,,,12.8
1963,Bélgica,,,,,,,,12.6
1963,Bulgária,,,,,,,,8.2
1963,Chéquia,,,,,,,,10.4
1963,Chipre,,,,,,,,10.4
1963,Croácia,,,,,,,,9.1
1963,Dinamarca,,,,,,,,9.8
1963,Eslováquia,,,,,,,,7.7
1963,Eslovénia,,,,,,,,9.3
1963,Espanha,,,,,,,,8.8
1963,Estónia,,,,,,,,10.5
1963,Finlândia,,,,,,,,9.3
1963,França,,,,,,,x,
1963,Grécia,,,,,,,,7.9
1963,Hungria,,,,,,,,9.9
1963,Irlanda,,,,,,,,11.8
1963,Itália,,,,,,,,10.1
1963,Letónia,,,,,,,,10.3
1963,Lituânia,,,,,,,,8.0
1963,Luxemburgo,,,,,,,,12.1
1963,Malta,,,,,,,,9.2
1963,Países Baixos,,,,,,,,8.0
1963,Polónia,,,,,,,,7.5
1963,Portugal,,,,,,,,10.9
1963,Roménia,,,,,,,,8.3
1963,Suécia,,,,,,,,10.1
1964,,Portugal,,,,,,,10.7
1964,Alemanha,,,,,,,,11.1
1964,Áustria,,,,,,,,12.3
1964,Bélgica,,,,,,,,11.7
1964,Bulgária,,,,,,,,7.9
1964,Chéquia,,,,,,,,10.5
1964,Chipre,,,,,,,,10.6
1964,Croácia,,,,,,,,10.1
1964,Dinamarca,,,,,,,,9.9
1964,Eslováquia,,,,,,,,7.6
1964,Eslovénia,,,,,,,,10.2
1964,Espanha,,,,,,,,8.4
1964,Estónia,,,,,,,,10.0
1964,Finlândia,,,,,,,,9.3
1964,França,,,,,,,x,
1964,Grécia,,,,,,,,8.2
1964,Hungria,,,,,,,,10.0
1964,Irlanda,,,,,,,,11.4
1964,Itália,,,,,,,,9.5
1964,Letónia,,,,,,,,9.4
1964,Lituânia,,,,,,,,7.4
1964,Luxemburgo,,,,,,,,11.8
1964,Malta,,,,,,,,8.6
1964,Países Baixos,,,,,,,,7.7
1964,Polónia,,,,,,,,7.6
1964,Portugal,,,,,,,,10.7
1964,Roménia,,,,,,,,8.1
1964,Suécia,,,,,,,,10.0
1965,,Portugal,,,,,,,10.6
1965,Alemanha,,,,,,,,11.5
1965,Áustria,,,,,,,,13.0
1965,Bélgica,,,,,,,,12.2
1965,Bulgária,,,,,,,,8.2
1965,Chéquia,,,,,,,,10.7
1965,Chipre,,,,,,,,10.3
1965,Croácia,,,,,,,,9.3
1965,Dinamarca,,,,,,,,10.1
1965,Eslováquia,,,,,,,,8.2
1965,Eslovénia,,,,,,,,9.7
1965,Espanha,,,,,,,,8.4
1965,Estónia,,,,,,,,10.4
1965,Finlândia,,,,,,,,9.7
1965,França,,,,,,,x,
1965,Grécia,,,,,,,,7.9
1965,Hungria,,,,,,,,10.7
1965,Irlanda,,,,,,,,11.5
1965,Itália,,,,,,,,9.9
1965,Letónia,,,,,,,,10.1
1965,Lituânia,,,,,,,,7.9
1965,Luxemburgo,,,,,,,,12.2
1965,Malta,,,,,,,,9.4
1965,Países Baixos,,,,,,,,8.0
1965,Polónia,,,,,,,,7.4
1965,Portugal,,,,,,,,10.6
1965,Roménia,,,,,,,,8.6
1965,Suécia,,,,,,,,10.1
1966,,Portugal,,,,,,,11.2
1966,Alemanha,,,,,,,,11.5
1966,Áustria,,,,,,,,12.5
1966,Bélgica,,,,,,,,12.1
1966,Bulgária,,,,,,,,8.3
1966,Chéquia,,,,,,,,10.8
1966,Chipre,,,,,,,,10.1
1966,Croácia,,,,,,,,8.8
1966,Dinamarca,,,,,,,,10.3
1966,Eslováquia,,,,,,,,8.2
1966,Eslovénia,,,,,,,,9.1
1966,Espanha,,,,,,,,8.4
1966,Estónia,,,,,,,,10.5
1966,Finlândia,,,,,,,,9.5
1966,França,,,,,,,x,
1966,Grécia,,,,,,,,7.9
1966,Hungria,,,,,,,,10.0
1966,Irlanda,,,,,,,,12.2
1966,Itália,,,,,,,,9.4
1966,Letónia,,,,,,,,10.2
1966,Lituânia,,,,,,,,7.9
1966,Luxemburgo,,,,,,,,12.1
1966,Malta,,,,,,,,9.1
1966,Países Baixos,,,,,,,,8.1
1966,Polónia,,,,,,,,7.4
1966,Portugal,,,,,,,,11.2
1966,Roménia,,,,,,,,8.2
1966,Suécia,,,,,,,,10.0
1967,,Portugal,,,,,,,10.8
1967,Alemanha,,,,,,,,11.5
1967,Áustria,,,,,,,,12.9
1967,Bélgica,,,,,,,,12.0
1967,Bulgária,,,,,,,,9.0
1967,Chéquia,,,,,,,,11.1
1967,Chipre,,,,,,,,10.0
1967,Croácia,,,,,,,,9.5
1967,Dinamarca,,,,,,,,9.9
1967,Eslováquia,,,,,,,,8.0
1967,Eslovénia,,,,,,,,9.7
1967,Espanha,,,,,,,,8.4
1967,Estónia,,,,,,,,10.4
1967,Finlândia,,,,,,,,9.5
1967,França,,,,,,,x,
1967,Grécia,,,,,,,,8.3
1967,Hungria,,,,,,,,10.7
1967,Irlanda,,,,,,,,10.8
1967,Itália,,,,,,,,9.6
1967,Letónia,,,,,,,,10.6
1967,Lituânia,,,,,,,,8.1
1967,Luxemburgo,,,,,,,,12.3
1967,Malta,,,,,,,,9.6
1967,Países Baixos,,,,,,,,7.9
1967,Polónia,,,,,,,,7.7
1967,Portugal,,,,,,,,10.8
1967,Roménia,,,,,,,,9.2
1967,Suécia,,,,,,,,10.1
1968,,Portugal,,,,,,,10.7
1968,Alemanha,,,,,,,x,
1968,Áustria,,,,,,,,12.9
1968,Bélgica,,,,,,,,12.7
1968,Bulgária,,,,,,,,8.6
1968,Chéquia,,,,,,,,11.7
1968,Chipre,,,,,,,,9.9
1968,Croácia,,,,,,,,10.0
1968,Dinamarca,,,,,,,,9.7
1968,Eslováquia,,,,,,,,8.5
1968,Eslovénia,,,,,,,,10.2
1968,Espanha,,,,,,,,8.4
1968,Estónia,,,,,,,,10.7
1968,Finlândia,,,,,,,,9.7
1968,França,,,,,,,x,
1968,Grécia,,,,,,,,8.4
1968,Hungria,,,,,,,,11.2
1968,Irlanda,,,,,,,,11.4
1968,Itália,,,,,,,,10.0
1968,Letónia,,,,,,,,10.8
1968,Lituânia,,,,,,,,8.4
1968,Luxemburgo,,,,,,,,12.2
1968,Malta,,,,,,,,9.4
1968,Países Baixos,,,,,,,,8.2
1968,Polónia,,,,,,,,7.6
1968,Portugal,,,,,,,,10.7
1968,Roménia,,,,,,,,9.5
1968,Suécia,,,,,,,,10.4
1969,,Portugal,,,,,,,11.5
1969,Alemanha,,,,,,,x,
1969,Áustria,,,,,,,,13.3
1969,Bélgica,,,,,,,,12.5
1969,Bulgária,,,,,,,,9.5
1969,Chéquia,,,,,,,,12.2
1969,Chipre,,,,,,,,9.8
1969,Croácia,,,,,,,,10.7
1969,Dinamarca,,,,,,,,9.8
1969,Eslováquia,,,,,,,,9.0
1969,Eslovénia,,,,,,,,10.8
1969,Espanha,,,,,,,,8.9
1969,Estónia,,,,,,,,11.3
1969,Finlândia,,,,,,,,9.9
1969,França,,,,,,,x,
1969,Grécia,,,,,,,,8.2
1969,Hungria,,,,,,,,11.3
1969,Irlanda,,,,,,,,11.5
1969,Itália,,,,,,,,10.1
1969,Letónia,,,,,,,,11.2
1969,Lituânia,,,,,,,,8.7
1969,Luxemburgo,,,,,,,,12.4
1969,Malta,,,,,,,,9.9
1969,Países Baixos,,,,,,,,8.4
1969,Polónia,,,,,,,,8.1
1969,Portugal,,,,,,,,11.5
1969,Roménia,,,,,,,,10.1
1969,Suécia,,,,,,,,10.5
1970,,Portugal,,,,,,,10.7
1970,Alemanha,,,,,,,,12.0
1970,Áustria,,,,,,,,13.2
1970,Bélgica,,,,,,,,12.3
1970,Bulgária,,,,,,,,9.1
1970,Chéquia,,,,,,,,12.5
1970,Chipre,,,,,,,,9.8
1970,Croácia,,,,,,,,10.0
1970,Dinamarca,,,,,,,,9.8
1970,Eslováquia,,,,,,,,9.3
1970,Eslovénia,,,,,,,,10.1
1970,Espanha,,,,,,,,8.3
1970,Estónia,,,,,,,,11.2
1970,Finlândia,,,,,,,,9.6
1970,França,,,,,,,x,
1970,Grécia,,,,,,,,8.4
1970,Hungria,,,,,,,,11.6
1970,Irlanda,,,,,,,,11.4
1970,Itália,,,,,,,,9.7
1970,Letónia,,,,,,,,11.3
1970,Lituânia,,,,,,,,8.9
1970,Luxemburgo,,,,,,,,12.2
1970,Malta,,,,,,,,10.1
1970,Países Baixos,,,,,,,,8.4
1970,Polónia,,,,,,,,8.2
1970,Portugal,,,,,,,,10.7
1970,Roménia,,,,,,,,9.5
1970,Suécia,,,,,,,,9.9
1971,,Portugal,,,,,,,11.4
1971,Alemanha,,,,,,,x,
1971,Áustria,,,,,,,,13.0
1971,Bélgica,,,,,,,,12.4
1971,Bulgária,,,,,,,,9.7
1971,Chéquia,,,,,,,,12.5
1971,Chipre,,,,,,,,9.7
1971,Croácia,,,,,,,,10.1
1971,Dinamarca,,,,,,,,9.8
1971,Eslováquia,,,,,,,,9.4
1971,Eslovénia,,,,,,,,10.0
1971,Espanha,,,,,,,,8.8
1971,Estónia,,,,,,,,10.9
1971,Finlândia,,,,,,,,9.9
1971,França,,,,,,,x,
1971,Grécia,,,,,,,,8.4
1971,Hungria,,,,,,,,11.9
1971,Irlanda,,,,,,,,10.7
1971,Itália,,,,,,,,9.7
1971,Letónia,,,,,,,,11.1
1971,Lituânia,,,,,,,,8.5
1971,Luxemburgo,,,,,,,,12.8
1971,Malta,,,,,,,,10.2
1971,Países Baixos,,,,,,,,8.4
1971,Polónia,,,,,,,,8.7
1971,Portugal,,,,,,,,11.4
1971,Roménia,,,,,,,,9.5
1971,Suécia,,,,,,,,10.2
1972,,Portugal,,,,,,,10.5
1972,Alemanha,,,,,,,x,
1972,Áustria,,,,,,,,12.6
1972,Bélgica,,,,,,,,12.1
1972,Bulgária,,,,,,,,9.8
1972,Chéquia,,,,,,,,12.1
1972,Chipre,,,,,,,,9.6
1972,Croácia,,,,,,,,10.8
1972,Dinamarca,,,,,,,,10.1
1972,Eslováquia,,,,,,,,9.0
1972,Eslovénia,,,,,,,,10.4
1972,Espanha,,,,,,,,8.1
1972,Estónia,,,,,,,,11.1
1972,Finlândia,,,,,,,,9.5
1972,França,,,,,,,x,
1972,Grécia,,,,,,,,8.6
1972,Hungria,,,,,,,,11.4
1972,Irlanda,,,,,,,,11.3
1972,Itália,,,,,,,,9.6
1972,Letónia,,,,,,,,11.4
1972,Lituânia,,,,,,,,9.1
1972,Luxemburgo,,,,,,,,11.9
1972,Malta,,,,,,,,9.6
1972,Países Baixos,,,,,,,,8.5
1972,Polónia,,,,,,,,8.0
1972,Portugal,,,,,,,,10.5
1972,Roménia,,,,,,,,9.2
1972,Suécia,,,,,,,,10.3
1973,,Portugal,,,,,,,11.1
1973,Alemanha,,,,,,,x,
1973,Áustria,,,,,,,,12.2
1973,Bélgica,,,,,,,,12.1
1973,Bulgária,,,,,,,,9.5
1973,Chéquia,,,,,,,,12.5
1973,Chipre,,,,,,,,9.5
1973,Croácia,,,,,,,,10.2
1973,Dinamarca,,,,,,,,10.1
1973,Eslováquia,,,,,,,,9.4
1973,Eslovénia,,,,,,,,10.0
1973,Espanha,,,,,,,,8.5
1973,Estónia,,,,,,,,11.1
1973,Finlândia,,,,,,,,9.3
1973,França,,,,,,,x,
1973,Grécia,,,,,,,,8.7
1973,Hungria,,,,,,,,11.8
1973,Irlanda,,,,,,,,11.1
1973,Itália,,,,,,,,10.0
1973,Letónia,,,,,,,,11.6
1973,Lituânia,,,,,,,,9.0
1973,Luxemburgo,,,,,,,,12.0
1973,Malta,,,,,,,,9.7
1973,Países Baixos,,,,,,,,8.2
1973,Polónia,,,,,,,,8.4
1973,Portugal,,,,,,,,11.1
1973,Roménia,,,,,,,,9.8
1973,Suécia,,,,,,,,10.5
1974,,Portugal,,,,,,,11.1
1974,Alemanha,,,,,,,x,
1974,Áustria,,,,,,,,12.4
1974,Bélgica,,,,,,,,11.9
1974,Bulgária,,,,,,,,9.8
1974,Chéquia,,,,,,,,12.7
1974,Chipre,,,,,,,,8.9
1974,Croácia,,,,,,,,10.0
1974,Dinamarca,,,,,,,,10.2
1974,Eslováquia,,,,,,,,9.6
1974,Eslovénia,,,,,,,,9.7
1974,Espanha,,,,,,,,8.3
1974,Estónia,,,,,,,,10.9
1974,Finlândia,,,,,,,,9.5
1974,França,,,,,,,x,
1974,Grécia,,,,,,,,8.5
1974,Hungria,,,,,,,,12.0
1974,Irlanda,,,,,,,,11.1
1974,Itália,,,,,,,,9.7
1974,Letónia,,,,,,,,11.5
1974,Lituânia,,,,,,,,9.0
1974,Luxemburgo,,,,,,,,12.2
1974,Malta,,,,,,,,9.1
1974,Países Baixos,,,,,,,,8.1
1974,Polónia,,,,,,,,8.2
1974,Portugal,,,,,,,,11.1
1974,Roménia,,,,,,,,9.1
1974,Suécia,,,,,,,,10.6
1975,,Portugal,,,,,,,10.8
1975,Alemanha,,,,,,,,12.1
1975,Áustria,,,,,,,,12.7
1975,Bélgica,,,,,,,,12.2
1975,Bulgária,,,,,,,,10.3
1975,Chéquia,,,,,,,,12.4
1975,Chipre,,,,,,,Quebra de série,7.9
1975,Croácia,,,,,,,,10.1
1975,Dinamarca,,,,,,,,10.1
1975,Eslováquia,,,,,,,,9.5
1975,Eslovénia,,,,,,,,10.1
1975,Espanha,,,,,,,,8.3
1975,Estónia,,,,,,,,11.6
1975,Finlândia,,,,,,,,9.3
1975,França,,,,,,,x,
1975,Grécia,,,,,,,,8.9
1975,Hungria,,,,,,,,12.4
1975,Irlanda,,,,,,,,10.4
1975,Itália,,,,,,,,10.0
1975,Letónia,,,,,,,,12.2
1975,Lituânia,,,,,,,,9.5
1975,Luxemburgo,,,,,,,,12.2
1975,Malta,,,,,,,,9.5
1975,Países Baixos,,,,,,,,8.3
1975,Polónia,,,,,,,,8.7
1975,Portugal,,,,,,,,10.8
1975,Roménia,,,,,,,,9.3
1975,Suécia,,,,,,,,10.8
1976,,Portugal,,,,,,,10.9
1976,Alemanha,,,,,,,x,
1976,Áustria,,,,,,,,12.6
1976,Bélgica,,,,,,,,12.1
1976,Bulgária,,,,,,,,10.1
1976,Chéquia,,,,,,,,12.4
1976,Chipre,,,,,,,,8.6
1976,Croácia,,,,,,,,9.9
1976,Dinamarca,,,,,,,,10.6
1976,Eslováquia,,,,,,,,9.5
1976,Eslovénia,,,,,,,,10.0
1976,Espanha,,,,,,,,8.3
1976,Estónia,,,,,,,,12.1
1976,Finlândia,,,,,,,,9.5
1976,França,,,,,,,x,
1976,Grécia,,,,,,,,8.9
1976,Hungria,,,,,,,,12.5
1976,Irlanda,,,,,,,,10.5
1976,Itália,,,,,,,,9.9
1976,Letónia,,,,,,,,12.3
1976,Lituânia,,,,,,,,9.6
1976,Luxemburgo,,,,,,,,12.5
1976,Malta,,,,,,,,9.7
1976,Países Baixos,,,,,,,,8.3
1976,Polónia,,,,,,,,8.9
1976,Portugal,,,,,,,,10.9
1976,Roménia,,,,,,,,9.5
1976,Suécia,,,,,,,,11.0
1977,,Portugal,,,,,,,10.2
1977,Alemanha,,,,,,,x,
1977,Áustria,,,,,,,,12.2
1977,Bélgica,,,,,,,,11.5
1977,Bulgária,,,,,,,,10.7
1977,Chéquia,,,,,,,,12.4
1977,Chipre,,,,,,,,9.1
1977,Croácia,,,,,,,,9.9
1977,Dinamarca,,,,,,,,9.9
1977,Eslováquia,,,,,,,,9.7
1977,Eslovénia,,,,,,,,9.6
1977,Espanha,,,,,,,,8.1
1977,Estónia,,,,,,,,11.8
1977,Finlândia,,,,,,,,9.3
1977,França,,,,,,,x,
1977,Grécia,,,,,,,,9.0
1977,Hungria,,,,,,,,12.4
1977,Irlanda,,,,,,,,10.2
1977,Itália,,,,,,,,9.8
1977,Letónia,,,,,,,,12.4
1977,Lituânia,,,,,,,,9.8
1977,Luxemburgo,,,,,,,,11.3
1977,Malta,,,,,,,,9.4
1977,Países Baixos,,,,,,,,7.9
1977,Polónia,,,,,,,,9.0
1977,Portugal,,,,,,,,10.2
1977,Roménia,,,,,,,,9.6
1977,Suécia,,,,,,,,10.7
1978,,Portugal,,,,,,,10.1
1978,Alemanha,,,,,,,x,
1978,Áustria,,,,,,,,12.5
1978,Bélgica,,,,,,,,11.7
1978,Bulgária,,,,,,,,10.5
1978,Chéquia,,,,,,,,12.4
1978,Chipre,,,,,,,,8.4
1978,Croácia,,,,,,,,10.6
1978,Dinamarca,,,,,,,,10.4
1978,Eslováquia,,,,,,,,9.8
1978,Eslovénia,,,,,,,,9.9
1978,Espanha,,,,,,,,8.1
1978,Estónia,,,,,,,,12.2
1978,Finlândia,,,,,,,,9.2
1978,França,,,,,,,x,
1978,Grécia,,,,,,,,8.7
1978,Hungria,,,,,,,,13.1
1978,Irlanda,,,,,,,,10.2
1978,Itália,,,,,,,,9.6
1978,Letónia,,,,,,,,12.5
1978,Lituânia,,,,,,,,10.1
1978,Luxemburgo,,,,,,,,11.6
1978,Malta,,,,,,,,10.5
1978,Países Baixos,,,,,,,,8.2
1978,Polónia,,,,,,,,9.4
1978,Portugal,,,,,,,,10.1
1978,Roménia,,,,,,,,9.7
1978,Suécia,,,,,,,,10.8
1979,,Portugal,,,,,,,9.6
1979,Alemanha,,,,,,,x,
1979,Áustria,,,,,,,,12.2
1979,Bélgica,,,,,,,,11.4
1979,Bulgária,,,,,,,,10.7
1979,Chéquia,,,,,,,,12.4
1979,Chipre,,,,,,,,8.4
1979,Croácia,,,,,,,,10.5
1979,Dinamarca,,,,,,,,10.7
1979,Eslováquia,,,,,,,,9.7
1979,Eslovénia,,,,,,,,9.6
1979,Espanha,,,,,,,,7.8
1979,Estónia,,,,,,,,12.3
1979,Finlândia,,,,,,,,9.2
1979,França,,,,,,,x,
1979,Grécia,,,,,,,,8.6
1979,Hungria,,,,,,,,12.8
1979,Irlanda,,,,,,,,10.0
1979,Itália,,,,,,,,9.6
1979,Letónia,,,,,,,,12.8
1979,Lituânia,,,,,,,,10.3
1979,Luxemburgo,,,,,,,,11.0
1979,Malta,,,,,,,,9.5
1979,Países Baixos,,,,,,,,8.0
1979,Polónia,,,,,,,,9.2
1979,Portugal,,,,,,,,9.6
1979,Roménia,,,,,,,,9.8
1979,Suécia,,,,,,,,11.0
1980,,Portugal,,,,,,,9.7
1980,Alemanha,,,,,,,,11.6
1980,Áustria,,,,,,,,12.2
1980,Bélgica,,,,,,,,11.5
1980,Bulgária,,,,,,,,11.1
1980,Chéquia,,,,,,,,13.2
1980,Chipre,,,,,,,,9.3
1980,Croácia,,,,,,,,10.9
1980,Dinamarca,,,,,,,,10.9
1980,Eslováquia,,,,,,,,10.2
1980,Eslovénia,,,,,,,,9.9
1980,Espanha,,,,,,,,7.7
1980,Estónia,,,,,,,,12.3
1980,Finlândia,,,,,,,,9.3
1980,França,,,,,,,x,
1980,Grécia,,,,,,,,9.1
1980,Hungria,,,,,,,,13.6
1980,Irlanda,,,,,,,,9.8
1980,Itália,,,,,,,,9.8
1980,Letónia,,,,,,,,12.8
1980,Lituânia,,,,,,,,10.5
1980,Luxemburgo,,,,,,,,11.3
1980,Malta,,,,,,,,10.2
1980,Países Baixos,,,,,,,,8.1
1980,Polónia,,,,,,,,9.8
1980,Portugal,,,,,,,,9.7
1980,Roménia,,,,,,,,10.4
1980,Suécia,,,,,,,,11.0
1981,,Portugal,,,,,,,9.7
1981,Alemanha,,,,,,,x,
1981,Áustria,,,,,,,,12.2
1981,Bélgica,,,,,,,,11.4
1981,Bulgária,,,,,,,,10.7
1981,Chéquia,,,,,,,,12.7
1981,Chipre,,,,,,,,8.4
1981,Croácia,,,,,,,,11.2
1981,Dinamarca,,,,,,,,11.0
1981,Eslováquia,,,,,,,,9.9
1981,Eslovénia,,,,,,,,9.8
1981,Espanha,,,,,,,,7.8
1981,Estónia,,,,,,,,12.3
1981,Finlândia,,,,,,,,9.3
1981,França,,,,,,,x,
1981,Grécia,,,,,,,,8.9
1981,Hungria,,,,,,,,13.5
1981,Irlanda,,,,,,,,9.5
1981,Itália,,,,,,,,9.7
1981,Letónia,,,,,,,,12.7
1981,Lituânia,,,,,,,,10.4
1981,Luxemburgo,,,,,,,,11.2
1981,Malta,,,,,,,,9.6
1981,Países Baixos,,,,,,,,8.1
1981,Polónia,,,,,,,,9.2
1981,Portugal,,,,,,,,9.7
1981,Roménia,,,,,,,,10.0
1981,Suécia,,,,,,,,11.1
1982,,Portugal,,,,,,,9.3
1982,Alemanha,,,,,,,x,
1982,Áustria,,,,,,,,12.1
1982,Bélgica,,,,,,,,11.4
1982,Bulgária,,,,,,,,11.2
1982,Chéquia,,,,,,,,12.7
1982,Chipre,,,,,,,,8.4
1982,Croácia,,,,,,,,11.0
1982,Dinamarca,,,,,,,,10.8
1982,Eslováquia,,,,,,,,10.0
1982,Eslovénia,,,,,,,,10.3
1982,Espanha,,,,,,,,7.5
1982,Estónia,,,,,,,,11.9
1982,Finlândia,,,,,,,,9.0
1982,França,,,,,,,x,
1982,Grécia,,,,,,,,8.8
1982,Hungria,,,,,,,,13.5
1982,Irlanda,,,,,,,,9.3
1982,Itália,,,,,,,,9.5
1982,Letónia,,,,,,,,12.3
1982,Lituânia,,,,,,,,10.1
1982,Luxemburgo,,,,,,,,11.3
1982,Malta,,,,,,,,9.4
1982,Países Baixos,,,,,,,,8.2
1982,Polónia,,,,,,,,9.3
1982,Portugal,,,,,,,,9.3
1982,Roménia,,,,,,,,10.0
1982,Suécia,,,,,,,,10.9
1983,,Portugal,,,,,,,9.7
1983,Alemanha,,,,,,,,11.7
1983,Áustria,,,,,,,,12.3
1983,Bélgica,,,,,,,,11.6
1983,Bulgária,,,,,,,,11.4
1983,Chéquia,,,,,,,,13.0
1983,Chipre,,,,,,,,8.6
1983,Croácia,,,,,,,,11.8
1983,Dinamarca,,,,,,,,11.2
1983,Eslováquia,,,,,,,,10.3
1983,Eslovénia,,,,,,,,10.8
1983,Espanha,,,,,,,,7.9
1983,Estónia,,,,,,,,12.1
1983,Finlândia,,,,,,,,9.3
1983,França,,,,,,,x,
1983,Grécia,,,,,,,,9.2
1983,Hungria,,,,,,,,13.9
1983,Irlanda,,,,,,,,9.4
1983,Itália,,,,,,,,10.0
1983,Letónia,,,,,,,,12.7
1983,Lituânia,,,,,,,,10.5
1983,Luxemburgo,,,,,,,,11.3
1983,Malta,,,,,,,,9.5
1983,Países Baixos,,,,,,,,8.2
1983,Polónia,,,,,,,,9.6
1983,Portugal,,,,,,,,9.7
1983,Roménia,,,,,,,,10.4
1983,Suécia,,,,,,,,10.9
1984,,Portugal,,,,,,,9.7
1984,Alemanha,,,,,,,,11.4
1984,Áustria,,,,,,,,11.7
1984,Bélgica,,,,,,,,11.2
1984,Bulgária,,,,,,,,11.3
1984,Chéquia,,,,,,,,12.8
1984,Chipre,,,,,,,,8.0
1984,Croácia,,,,,,,,11.6
1984,Dinamarca,,,,,,,,11.2
1984,Eslováquia,,,,,,,,10.1
1984,Eslovénia,,,,,,,,10.5
1984,Espanha,,,,,,,,7.8
1984,Estónia,,,,,,,,12.6
1984,Finlândia,,,,,,,,9.2
1984,França,,,,,,,x,
1984,Grécia,,,,,,,,8.9
1984,Hungria,,,,,,,,13.8
1984,Irlanda,,,,,,,,9.1
1984,Itália,,,,,,,,9.5
1984,Letónia,,,,,,,,13.0
1984,Lituânia,,,,,,,,11.0
1984,Luxemburgo,,,,,,,,11.1
1984,Malta,,,,,,,,8.8
1984,Países Baixos,,,,,,,,8.3
1984,Polónia,,,,,,,,10.0
1984,Portugal,,,,,,,,9.7
1984,Roménia,,,,,,,,10.3
1984,Suécia,,,,,,,,10.9
1985,,Portugal,,,,,,,9.7
1985,Alemanha,,,,,,,,11.5
1985,Áustria,,,,,,,,11.8
1985,Bélgica,,,,,,,,11.3
1985,Bulgária,,,,,,,,12.0
1985,Chéquia,,,,,,,,12.7
1985,Chipre,,,,,,,,8.5
1985,Croácia,,,,,,,,11.1
1985,Dinamarca,,,,,,,,11.4
1985,Eslováquia,,,,,,,,10.2
1985,Eslovénia,,,,,,,,10.2
1985,Espanha,,,,,,,,8.1
1985,Estónia,,,,,,,,12.7
1985,Finlândia,,,,,,,,9.8
1985,França,,,,,,,x,
1985,Grécia,,,,,,,,9.4
1985,Hungria,,,,,,,,13.9
1985,Irlanda,,,,,,,,9.4
