01. Ano,02. Nome País (Europa),03. Nome Região (Portugal),04. Âmbito Geográfico,05. Filtro 1,06. Filtro 2,07. Filtro 3,08. Escala,09. Símbolo,10. Valor
1998,,Tabuaço,Município,,,,,,10.9
1998,,Tarouca,Município,,,,,,13.0
1998,,Tavira,Município,,,,,,13.7
1998,,Terras de Bouro,Município,,,,,,14.5
1998,,Tomar,Município,,,,,,13.8
1998,,Tondela,Município,,,,,,12.4
1998,,Torre de Moncorvo,Município,,,,,,15.1
1998,,Torres Novas,Município,,,,,,12.7
1998,,Torres Vedras,Município,,,,,,10.9
1998,,Trancoso,Município,,,,,,16.6
1998,,Trofa,Município,,,,,,0.0
1998,,Vagos,Município,,,,,,10.2
1998,,Vale de Cambra,Município,,,,,,9.4
1998,,Valença,Município,,,,,,10.7
1998,,Valongo,Município,,,,,,6.0
1998,,Valpaços,Município,,,,,,14.5
1998,,Velas,Município,,,,,,15.0
1998,,Vendas Novas,Município,,,,,,11.9
1998,,Viana do Alentejo,Município,,,,,,17.3
1998,,Viana do Castelo,Município,,,,,,9.4
1998,,Vidigueira,Município,,,,,,16.1
1998,,Vieira do Minho,Município,,,,,,13.3
1998,,Vila da Praia da Vitória,Município,,,,,,11.0
1998,,Vila de Rei,Município,,,,,,22.5
1998,,Vila do Bispo,Município,,,,,,10.1
1998,,Vila do Conde,Município,,,,,,7.4
1998,,Vila do Porto,Município,,,,,,11.8
1998,,Vila Flor,Município,,,,,,11.9
1998,,Vila Franca de Xira,Município,,,,,,7.8
1998,,Vila Franca do Campo,Município,,,,,,9.8
1998,,Vila Nova da Barquinha,Município,,,,,,11.3
1998,,Vila Nova de Cerveira,Município,,,,,,14.5
1998,,Vila Nova de Famalicão,Município,,,,,,7.0
1998,,Vila Nova de Foz Côa,Município,,,,,,15.1
1998,,Vila Nova de Gaia,Município,,,,,,7.7
1998,,Vila Nova de Paiva,Município,,,,,,12.3
1998,,Vila Nova de Poiares,Município,,,,,,14.7
1998,,Vila Pouca de Aguiar,Município,,,,,,12.2
1998,,Vila Real,Município,,,,,,9.8
1998,,Vila Real de Santo António,Município,,,,,,11.7
1998,,Vila Velha de Ródão,Município,,,,,,22.4
1998,,Vila Verde,Município,,,,,,8.8
1998,,Vila Viçosa,Município,,,,,,11.4
1998,,Vimioso,Município,,,,,,18.4
1998,,Vinhais,Município,,,,,,15.2
1998,,Viseu,Município,,,,,,9.2
1998,,Vizela,Município,,,,,,0.0
1998,,Vouzela,Município,,,,,,12.3
1999,,Abrantes,Município,,,,,,13.9
1999,,Águeda,Município,,,,,,9.3
1999,,Aguiar da Beira,Município,,,,,,17.4
1999,,Alandroal,Município,,,,,,13.7
1999,,Albergaria-a-Velha,Município,,,,,,10.7
1999,,Albufeira,Município,,,,,,8.3
1999,,Alcácer do Sal,Município,,,,,,12.9
1999,,Alcanena,Município,,,,,,11.8
1999,,Alcobaça,Município,,,,,,11.8
1999,,Alcochete,Município,,,,,,10.5
1999,,Alcoutim,Município,,,,,,19.1
1999,,Alenquer,Município,,,,,,12.8
1999,,Alfândega da Fé,Município,,,,,,13.4
1999,,Alijó,Município,,,,,,12.6
1999,,Aljezur,Município,,,,,,14.9
1999,,Aljustrel,Município,,,,,,16.6
1999,,Almada,Município,,,,,,11.1
1999,,Almeida,Município,,,,,,16.6
1999,,Almeirim,Município,,,,,,12.8
1999,,Almodôvar,Município,,,,,,20.9
1999,,Alpiarça,Município,,,,,,13.7
1999,,Alter do Chão,Município,,,,,,13.8
1999,,Alvaiázere,Município,,,,,,17.0
1999,,Alvito,Município,,,,,,21.0
1999,,Amadora,Município,,,,,,8.7
1999,,Amarante,Município,,,,,,8.3
1999,,Amares,Município,,,,,,9.7
1999,,Anadia,Município,,,,,,11.4
1999,,Angra do Heroísmo,Município,,,,,,12.0
1999,,Ansião,Município,,,,,,14.8
1999,,Arcos de Valdevez,Município,,,,,,15.2
1999,,Arganil,Município,,,,,,19.1
1999,,Armamar,Município,,,,,,12.5
1999,,Arouca,Município,,,,,,10.1
1999,,Arraiolos,Município,,,,,,14.1
1999,,Arronches,Município,,,,,,19.9
1999,,Arruda dos Vinhos,Município,,,,,,11.9
1999,,Aveiro,Município,,,,,,9.0
1999,,Avis,Município,,,,,,17.5
1999,,Azambuja,Município,,,,,,11.5
1999,,Baião,Município,,,,,,9.7
1999,,Barcelos,Município,,,,,,6.9
1999,,Barrancos,Município,,,,,,13.9
1999,,Barreiro,Município,,,,,,11.5
1999,,Batalha,Município,,,,,,8.3
1999,,Beja,Município,,,,,,13.3
1999,,Belmonte,Município,,,,,,17.3
1999,,Benavente,Município,,,,,,7.8
1999,,Bombarral,Município,,,,,,12.9
1999,,Borba,Município,,,,,,13.0
1999,,Boticas,Município,,,,,,18.6
1999,,Braga,Município,,,,,,6.8
1999,,Bragança,Município,,,,,,12.2
1999,,Cabeceiras de Basto,Município,,,,,,10.9
1999,,Cadaval,Município,,,,,,15.5
1999,,Caldas da Rainha,Município,,,,,,10.9
1999,,Calheta [R.A.A.],Município,,,,,,13.2
1999,,Calheta [R.A.M.],Município,,,,,,16.3
1999,,Câmara de Lobos,Município,,,,,,7.5
1999,,Caminha,Município,,,,,,13.0
1999,,Campo Maior,Município,,,,,,14.2
1999,,Cantanhede,Município,,,,,,12.6
1999,,Carrazeda de Ansiães,Município,,,,,,15.8
1999,,Carregal do Sal,Município,,,,,,11.9
1999,,Cartaxo,Município,,,,,,12.1
1999,,Cascais,Município,,,,,,9.8
1999,,Castanheira de Pêra,Município,,,,,,18.0
1999,,Castelo Branco,Município,,,,,,13.6
1999,,Castelo de Paiva,Município,,,,,,8.3
1999,,Castelo de Vide,Município,,,,,,22.0
1999,,Castro Daire,Município,,,,,,13.0
1999,,Castro Marim,Município,,,,,,17.8
1999,,Castro Verde,Município,,,,,,20.4
1999,,Celorico da Beira,Município,,,,,,14.3
1999,,Celorico de Basto,Município,,,,,,11.1
1999,,Chamusca,Município,,,,,,12.7
1999,,Chaves,Município,,,,,,11.0
1999,,Cinfães,Município,,,,,,11.6
1999,,Coimbra,Município,,,,,,9.5
1999,,Condeixa-a-Nova,Município,,,,,,12.9
1999,,Constância,Município,,,,,,9.4
1999,,Coruche,Município,,,,,,14.2
1999,,Corvo,Município,,,,,,16.7
1999,,Covilhã,Município,,,,,,11.5
1999,,Crato,Município,,,,,,24.9
1999,,Cuba,Município,,,,,,18.2
1999,,Elvas,Município,,,,,,13.0
1999,,Entroncamento,Município,,,,,,8.9
1999,,Espinho,Município,,,,,,9.3
1999,,Esposende,Município,,,,,,8.7
1999,,Estarreja,Município,,,,,,10.5
1999,,Estremoz,Município,,,,,,13.9
1999,,Évora,Município,,,,,,11.2
1999,,Fafe,Município,,,,,,8.8
1999,,Faro,Município,,,,,,10.5
1999,,Felgueiras,Município,,,,,,7.2
1999,,Ferreira do Alentejo,Município,,,,,,18.6
1999,,Ferreira do Zêzere,Município,,,,,,16.2
1999,,Figueira da Foz,Município,,,,,,12.6
1999,,Figueira de Castelo Rodrigo,Município,,,,,,18.6
1999,,Figueiró dos Vinhos,Município,,,,,,16.3
1999,,Fornos de Algodres,Município,,,,,,16.0
1999,,Freixo de Espada à Cinta,Município,,,,,,20.4
1999,,Fronteira,Município,,,,,,16.9
1999,,Funchal,Município,,,,,,10.5
1999,,Fundão,Município,,,,,,15.7
1999,,Gavião,Município,,,,,,22.3
1999,,Góis,Município,,,,,,20.4
1999,,Golegã,Município,,,,,,19.5
1999,,Gondomar,Município,,,,,,7.6
1999,,Gouveia,Município,,,,,,16.2
1999,,Grândola,Município,,,,,,14.2
1999,,Guarda,Município,,,,,,10.5
1999,,Guimarães,Município,,,,,,6.5
1999,,Horta,Município,,,,,,9.7
1999,,Idanha-a-Nova,Município,,,,,,22.8
1999,,Ílhavo,Município,,,,,,10.5
1999,,Lagoa,Município,,,,,,9.3
1999,,Lagoa [R.A.A.],Município,,,,,,9.6
1999,,Lagos,Município,,,,,,11.6
1999,,Lajes das Flores,Município,,,,,,22.3
1999,,Lajes do Pico,Município,,,,,,16.9
1999,,Lamego,Município,,,,,,11.9
1999,,Leiria,Município,,,,,,8.1
1999,,Lisboa,Município,,,,,,15.0
1999,,Loulé,Município,,,,,,13.1
1999,,Loures,Município,,,,,,7.7
1999,,Lourinhã,Município,,,,,,13.0
1999,,Lousã,Município,,,,,,9.4
1999,,Lousada,Município,,,,,,6.4
1999,,Mação,Município,,,,,,21.5
1999,,Macedo de Cavaleiros,Município,,,,,,11.5
1999,,Machico,Município,,,,,,8.8
1999,,Madalena,Município,,,,,,12.0
1999,,Mafra,Município,,,,,,11.0
1999,,Maia,Município,,,,,,6.5
1999,,Mangualde,Município,,,,,,10.6
1999,,Manteigas,Município,,,,,,16.8
1999,,Marco de Canaveses,Município,,,,,,7.9
1999,,Marinha Grande,Município,,,,,,9.3
1999,,Marvão,Município,,,,,,18.8
1999,,Matosinhos,Município,,,,,,8.0
1999,,Mealhada,Município,,,,,,9.3
1999,,Mêda,Município,,,,,,13.8
1999,,Melgaço,Município,,,,,,16.1
1999,,Mértola,Município,,,,,,19.4
1999,,Mesão Frio,Município,,,,,,12.8
1999,,Mira,Município,,,,,,10.4
1999,,Miranda do Corvo,Município,,,,,,12.8
1999,,Miranda do Douro,Município,,,,,,17.0
1999,,Mirandela,Município,,,,,,11.5
1999,,Mogadouro,Município,,,,,,16.6
1999,,Moimenta da Beira,Município,,,,,,12.4
1999,,Moita,Município,,,,,,8.7
1999,,Monção,Município,,,,,,14.8
1999,,Monchique,Município,,,,,,20.3
1999,,Mondim de Basto,Município,,,,,,11.8
1999,,Monforte,Município,,,,,,21.5
1999,,Montalegre,Município,,,,,,17.1
1999,,Montemor-o-Novo,Município,,,,,,14.1
1999,,Montemor-o-Velho,Município,,,,,,12.8
1999,,Montijo,Município,,,,,,12.7
1999,,Mora,Município,,,,,,13.7
1999,,Mortágua,Município,,,,,,13.6
1999,,Moura,Município,,,,,,15.0
1999,,Mourão,Município,,,,,,15.3
1999,,Murça,Município,,,,,,10.1
1999,,Murtosa,Município,,,,,,16.0
1999,,Nazaré,Município,,,,,,12.8
1999,,Nelas,Município,,,,,,10.8
1999,,Nisa,Município,,,,,,22.2
1999,,Nordeste,Município,,,,,,11.3
1999,,Óbidos,Município,,,,,,13.6
1999,,Odemira,Município,,,,,,14.6
1999,,Odivelas,Município,,,,,,8.9
1999,,Oeiras,Município,,,,,,9.0
1999,,Oleiros,Município,,,,,,20.9
1999,,Olhão,Município,,,,,,11.5
1999,,Oliveira de Azeméis,Município,,,,,,7.7
1999,,Oliveira de Frades,Município,,,,,,12.6
1999,,Oliveira do Bairro,Município,,,,,,11.9
1999,,Oliveira do Hospital,Município,,,,,,13.1
1999,,Ourém,Município,,,,,,12.0
1999,,Ourique,Município,,,,,,21.4
1999,,Ovar,Município,,,,,,8.1
1999,,Paços de Ferreira,Município,,,,,,6.0
1999,,Palmela,Município,,,,,,9.8
1999,,Pampilhosa da Serra,Município,,,,,,19.4
1999,,Paredes,Município,,,,,,5.9
1999,,Paredes de Coura,Município,,,,,,17.7
1999,,Pedrógão Grande,Município,,,,,,19.3
1999,,Penacova,Município,,,,,,10.4
1999,,Penafiel,Município,,,,,,7.3
1999,,Penalva do Castelo,Município,,,,,,13.4
1999,,Penamacor,Município,,,,,,21.7
1999,,Penedono,Município,,,,,,12.4
1999,,Penela,Município,,,,,,17.9
1999,,Peniche,Município,,,,,,11.7
1999,,Peso da Régua,Município,,,,,,10.9
1999,,Pinhel,Município,,,,,,12.4
1999,,Pombal,Município,,,,,,12.7
1999,,Ponta Delgada,Município,,,,,,8.8
1999,,Ponta do Sol,Município,,,,,,12.9
1999,,Ponte da Barca,Município,,,,,,12.1
1999,,Ponte de Lima,Município,,,,,,10.1
1999,,Ponte de Sor,Município,,,,,,14.4
1999,,Portalegre,Município,,,,,,12.0
1999,,Portel,Município,,,,,,15.0
1999,,Portimão,Município,,,,,,11.4
1999,,Porto,Município,,,,,,12.4
1999,,Porto de Mós,Município,,,,,,11.5
1999,,Porto Moniz,Município,,,,,,14.0
1999,,Porto Santo,Município,,,,,,10.5
1999,,Póvoa de Lanhoso,Município,,,,,,9.5
1999,,Póvoa de Varzim,Município,,,,,,7.9
1999,,Povoação,Município,,,,,,12.5
1999,,Proença-a-Nova,Município,,,,,,17.1
1999,,Redondo,Município,,,,,,15.4
1999,,Reguengos de Monsaraz,Município,,,,,,14.9
1999,,Resende,Município,,,,,,13.3
1999,,Ribeira Brava,Município,,,,,,12.8
1999,,Ribeira de Pena,Município,,,,,,11.1
1999,,Ribeira Grande,Município,,,,,,9.4
1999,,Rio Maior,Município,,,,,,12.6
1999,,Sabrosa,Município,,,,,,13.3
1999,,Sabugal,Município,,,,,,24.4
1999,,Salvaterra de Magos,Município,,,,,,12.7
1999,,Santa Comba Dão,Município,,,,,,12.7
1999,,Santa Cruz,Município,,,,,,10.2
1999,,Santa Cruz da Graciosa,Município,,,,,,17.1
1999,,Santa Cruz das Flores,Município,,,,,,18.6
1999,,Santa Maria da Feira,Município,,,,,,6.9
1999,,Santa Marta de Penaguião,Município,,,,,,13.4
1999,,Santana,Município,,,,,,14.8
1999,,Santarém,Município,,,,,,12.6
1999,,Santiago do Cacém,Município,,,,,,12.9
1999,,Santo Tirso,Município,,,,,,8.6
1999,,São Brás de Alportel,Município,,,,,,16.6
1999,,São João da Madeira,Município,,,,,,7.9
1999,,São João da Pesqueira,Município,,,,,,13.4
1999,,São Pedro do Sul,Município,,,,,,14.2
1999,,São Roque do Pico,Município,,,,,,17.0
1999,,São Vicente,Município,,,,,,14.5
1999,,Sardoal,Município,,,,,,15.2
1999,,Sátão,Município,,,,,,11.8
1999,,Seia,Município,,,,,,13.4
1999,,Seixal,Município,,,,,,6.6
1999,,Sernancelhe,Município,,,,,,16.7
1999,,Serpa,Município,,,,,,18.6
1999,,Sertã,Município,,,,,,15.4
1999,,Sesimbra,Município,,,,,,8.8
1999,,Setúbal,Município,,,,,,10.5
1999,,Sever do Vouga,Município,,,,,,10.6
1999,,Silves,Município,,,,,,14.4
1999,,Sines,Município,,,,,,11.2
1999,,Sintra,Município,,,,,,6.9
1999,,Sobral de Monte Agraço,Município,,,,,,13.4
1999,,Soure,Município,,,,,,15.1
1999,,Sousel,Município,,,,,,18.5
1999,,Tábua,Município,,,,,,13.9
1999,,Tabuaço,Município,,,,,,13.4
1999,,Tarouca,Município,,,,,,14.1
1999,,Tavira,Município,,,,,,14.6
1999,,Terras de Bouro,Município,,,,,,12.2
1999,,Tomar,Município,,,,,,13.7
1999,,Tondela,Município,,,,,,14.1
1999,,Torre de Moncorvo,Município,,,,,,14.3
1999,,Torres Novas,Município,,,,,,12.9
1999,,Torres Vedras,Município,,,,,,11.8
1999,,Trancoso,Município,,,,,,16.6
1999,,Trofa,Município,,,,,,6.5
1999,,Vagos,Município,,,,,,11.2
1999,,Vale de Cambra,Município,,,,,,9.8
1999,,Valença,Município,,,,,,13.1
1999,,Valongo,Município,,,,,,7.0
1999,,Valpaços,Município,,,,,,14.5
1999,,Velas,Município,,,,,,12.7
1999,,Vendas Novas,Município,,,,,,9.7
1999,,Viana do Alentejo,Município,,,,,,14.1
1999,,Viana do Castelo,Município,,,,,,9.6
1999,,Vidigueira,Município,,,,,,16.5
1999,,Vieira do Minho,Município,,,,,,12.7
1999,,Vila da Praia da Vitória,Município,,,,,,10.4
1999,,Vila de Rei,Município,,,,,,17.5
1999,,Vila do Bispo,Município,,,,,,16.5
1999,,Vila do Conde,Município,,,,,,8.5
1999,,Vila do Porto,Município,,,,,,11.3
1999,,Vila Flor,Município,,,,,,13.0
1999,,Vila Franca de Xira,Município,,,,,,7.8
1999,,Vila Franca do Campo,Município,,,,,,9.1
1999,,Vila Nova da Barquinha,Município,,,,,,10.9
1999,,Vila Nova de Cerveira,Município,,,,,,15.9
1999,,Vila Nova de Famalicão,Município,,,,,,6.4
1999,,Vila Nova de Foz Côa,Município,,,,,,18.0
1999,,Vila Nova de Gaia,Município,,,,,,7.9
1999,,Vila Nova de Paiva,Município,,,,,,13.8
1999,,Vila Nova de Poiares,Município,,,,,,14.3
1999,,Vila Pouca de Aguiar,Município,,,,,,13.5
1999,,Vila Real,Município,,,,,,9.6
1999,,Vila Real de Santo António,Município,,,,,,13.1
1999,,Vila Velha de Ródão,Município,,,,,,23.3
1999,,Vila Verde,Município,,,,,,9.3
1999,,Vila Viçosa,Município,,,,,,13.0
1999,,Vimioso,Município,,,,,,17.4
1999,,Vinhais,Município,,,,,,18.2
1999,,Viseu,Município,,,,,,9.0
1999,,Vizela,Município,,,,,,5.5
1999,,Vouzela,Município,,,,,,14.9
2000,,Abrantes,Município,,,,,,14.1
2000,,Águeda,Município,,,,,,8.2
2000,,Aguiar da Beira,Município,,,,,,10.6
2000,,Alandroal,Município,,,,,,12.6
2000,,Albergaria-a-Velha,Município,,,,,,9.1
2000,,Albufeira,Município,,,,,,9.2
2000,,Alcácer do Sal,Município,,,,,,13.0
2000,,Alcanena,Município,,,,,,11.0
2000,,Alcobaça,Município,,,,,,11.9
2000,,Alcochete,Município,,,,,,11.4
2000,,Alcoutim,Município,,,,,,21.8
2000,,Alenquer,Município,,,,,,12.4
2000,,Alfândega da Fé,Município,,,,,,14.7
2000,,Alijó,Município,,,,,,12.1
2000,,Aljezur,Município,,,,,,15.7
2000,,Aljustrel,Município,,,,,,16.2
2000,,Almada,Município,,,,,,11.0
2000,,Almeida,Município,,,,,,16.7
2000,,Almeirim,Município,,,,,,13.7
2000,,Almodôvar,Município,,,,,,18.5
2000,,Alpiarça,Município,,,,,,12.5
2000,,Alter do Chão,Município,,,,,,20.2
2000,,Alvaiázere,Município,,,,,,15.3
2000,,Alvito,Município,,,,,,28.3
2000,,Amadora,Município,,,,,,8.4
2000,,Amarante,Município,,,,,,7.8
2000,,Amares,Município,,,,,,7.7
2000,,Anadia,Município,,,,,,11.4
2000,,Angra do Heroísmo,Município,,,,,,12.8
2000,,Ansião,Município,,,,,,14.2
2000,,Arcos de Valdevez,Município,,,,,,16.3
2000,,Arganil,Município,,,,,,15.4
2000,,Armamar,Município,,,,,,10.8
2000,,Arouca,Município,,,,,,9.2
2000,,Arraiolos,Município,,,,,,13.2
2000,,Arronches,Município,,,,,,21.5
2000,,Arruda dos Vinhos,Município,,,,,,11.3
2000,,Aveiro,Município,,,,,,8.1
2000,,Avis,Município,,,,,,16.3
2000,,Azambuja,Município,,,,,,14.1
2000,,Baião,Município,,,,,,8.6
2000,,Barcelos,Município,,,,,,6.6
2000,,Barrancos,Município,,,,,,18.7
2000,,Barreiro,Município,,,,,,11.4
2000,,Batalha,Município,,,,,,8.4
2000,,Beja,Município,,,,,,14.1
2000,,Belmonte,Município,,,,,,14.0
2000,,Benavente,Município,,,,,,10.4
2000,,Bombarral,Município,,,,,,12.3
2000,,Borba,Município,,,,,,8.7
2000,,Boticas,Município,,,,,,15.2
2000,,Braga,Município,,,,,,6.4
2000,,Bragança,Município,,,,,,10.8
2000,,Cabeceiras de Basto,Município,,,,,,11.1
2000,,Cadaval,Município,,,,,,14.6
2000,,Caldas da Rainha,Município,,,,,,10.1
2000,,Calheta [R.A.A.],Município,,,,,,13.4
2000,,Calheta [R.A.M.],Município,,,,,,15.3
2000,,Câmara de Lobos,Município,,,,,,8.3
2000,,Caminha,Município,,,,,,10.4
2000,,Campo Maior,Município,,,,,,14.1
2000,,Cantanhede,Município,,,,,,11.6
2000,,Carrazeda de Ansiães,Município,,,,,,14.9
2000,,Carregal do Sal,Município,,,,,,9.7
2000,,Cartaxo,Município,,,,,,13.8
2000,,Cascais,Município,,,,,,9.9
2000,,Castanheira de Pêra,Município,,,,,,18.3
2000,,Castelo Branco,Município,,,,,,13.8
2000,,Castelo de Paiva,Município,,,,,,8.9
2000,,Castelo de Vide,Município,,,,,,18.3
2000,,Castro Daire,Município,,,,,,15.3
2000,,Castro Marim,Município,,,,,,15.5
2000,,Castro Verde,Município,,,,,,13.5
2000,,Celorico da Beira,Município,,,,,,13.1
2000,,Celorico de Basto,Município,,,,,,9.5
2000,,Chamusca,Município,,,,,,12.8
2000,,Chaves,Município,,,,,,11.8
2000,,Cinfães,Município,,,,,,10.7
2000,,Coimbra,Município,,,,,,9.0
2000,,Condeixa-a-Nova,Município,,,,,,12.4
2000,,Constância,Município,,,,,,11.8
2000,,Coruche,Município,,,,,,14.4
2000,,Corvo,Município,,,,,,16.6
2000,,Covilhã,Município,,,,,,10.8
2000,,Crato,Município,,,,,,22.3
2000,,Cuba,Município,,,,,,18.4
2000,,Elvas,Município,,,,,,11.7
2000,,Entroncamento,Município,,,,,,8.8
2000,,Espinho,Município,,,,,,8.2
2000,,Esposende,Município,,,,,,7.7
2000,,Estarreja,Município,,,,,,11.7
2000,,Estremoz,Município,,,,,,13.4
2000,,Évora,Município,,,,,,10.4
2000,,Fafe,Município,,,,,,9.1
2000,,Faro,Município,,,,,,10.7
2000,,Felgueiras,Município,,,,,,5.8
2000,,Ferreira do Alentejo,Município,,,,,,13.1
2000,,Ferreira do Zêzere,Município,,,,,,19.1
2000,,Figueira da Foz,Município,,,,,,12.4
2000,,Figueira de Castelo Rodrigo,Município,,,,,,15.7
2000,,Figueiró dos Vinhos,Município,,,,,,18.8
2000,,Fornos de Algodres,Município,,,,,,16.0
2000,,Freixo de Espada à Cinta,Município,,,,,,18.3
2000,,Fronteira,Município,,,,,,16.5
2000,,Funchal,Município,,,,,,10.5
2000,,Fundão,Município,,,,,,14.1
2000,,Gavião,Município,,,,,,26.6
2000,,Góis,Município,,,,,,21.2
2000,,Golegã,Município,,,,,,16.3
2000,,Gondomar,Município,,,,,,7.4
2000,,Gouveia,Município,,,,,,14.2
2000,,Grândola,Município,,,,,,13.3
2000,,Guarda,Município,,,,,,10.3
2000,,Guimarães,Município,,,,,,6.6
2000,,Horta,Município,,,,,,12.0
2000,,Idanha-a-Nova,Município,,,,,,23.1
2000,,Ílhavo,Município,,,,,,9.0
2000,,Lagoa,Município,,,,,,9.0
2000,,Lagoa [R.A.A.],Município,,,,,,6.8
2000,,Lagos,Município,,,,,,10.7
2000,,Lajes das Flores,Município,,,,,,13.2
2000,,Lajes do Pico,Município,,,,,,16.6
2000,,Lamego,Município,,,,,,10.0
2000,,Leiria,Município,,,,,,7.4
2000,,Lisboa,Município,,,,,,14.7
2000,,Loulé,Município,,,,,,12.4
2000,,Loures,Município,,,,,,7.5
2000,,Lourinhã,Município,,,,,,11.8
2000,,Lousã,Município,,,,,,9.4
2000,,Lousada,Município,,,,,,5.7
2000,,Mação,Município,,,,,,19.8
2000,,Macedo de Cavaleiros,Município,,,,,,11.2
2000,,Machico,Município,,,,,,9.2
2000,,Madalena,Município,,,,,,14.9
2000,,Mafra,Município,,,,,,10.5
2000,,Maia,Município,,,,,,6.3
2000,,Mangualde,Município,,,,,,12.9
2000,,Manteigas,Município,,,,,,13.1
2000,,Marco de Canaveses,Município,,,,,,7.4
2000,,Marinha Grande,Município,,,,,,9.7
2000,,Marvão,Município,,,,,,19.7
2000,,Matosinhos,Município,,,,,,8.0
2000,,Mealhada,Município,,,,,,9.5
2000,,Mêda,Município,,,,,,14.3
2000,,Melgaço,Município,,,,,,17.3
2000,,Mértola,Município,,,,,,15.8
2000,,Mesão Frio,Município,,,,,,10.5
2000,,Mira,Município,,,,,,12.6
2000,,Miranda do Corvo,Município,,,,,,11.5
2000,,Miranda do Douro,Município,,,,,,13.8
2000,,Mirandela,Município,,,,,,11.7
2000,,Mogadouro,Município,,,,,,14.0
2000,,Moimenta da Beira,Município,,,,,,12.8
2000,,Moita,Município,,,,,,9.3
2000,,Monção,Município,,,,,,16.8
2000,,Monchique,Município,,,,,,16.2
2000,,Mondim de Basto,Município,,,,,,12.0
2000,,Monforte,Município,,,,,,16.1
2000,,Montalegre,Município,,,,,,16.1
2000,,Montemor-o-Novo,Município,,,,,,14.1
2000,,Montemor-o-Velho,Município,,,,,,13.1
2000,,Montijo,Município,,,,,,12.6
2000,,Mora,Município,,,,,,17.3
2000,,Mortágua,Município,,,,,,11.4
2000,,Moura,Município,,,,,,17.1
2000,,Mourão,Município,,,,,,18.0
2000,,Murça,Município,,,,,,15.5
2000,,Murtosa,Município,,,,,,17.9
2000,,Nazaré,Município,,,,,,12.7
2000,,Nelas,Município,,,,,,11.9
2000,,Nisa,Município,,,,,,19.8
2000,,Nordeste,Município,,,,,,11.3
2000,,Óbidos,Município,,,,,,12.7
2000,,Odemira,Município,,,,,,14.5
2000,,Odivelas,Município,,,,,,7.7
2000,,Oeiras,Município,,,,,,8.5
2000,,Oleiros,Município,,,,,,21.4
2000,,Olhão,Município,,,,,,11.0
2000,,Oliveira de Azeméis,Município,,,,,,8.2
2000,,Oliveira de Frades,Município,,,,,,12.4
2000,,Oliveira do Bairro,Município,,,,,,11.1
2000,,Oliveira do Hospital,Município,,,,,,12.7
2000,,Ourém,Município,,,,,,11.9
2000,,Ourique,Município,,,,,,17.4
2000,,Ovar,Município,,,,,,8.4
2000,,Paços de Ferreira,Município,,,,,,5.9
2000,,Palmela,Município,,,,,,10.0
2000,,Pampilhosa da Serra,Município,,,,,,21.1
2000,,Paredes,Município,,,,,,6.3
2000,,Paredes de Coura,Município,,,,,,17.2
2000,,Pedrógão Grande,Município,,,,,,16.9
2000,,Penacova,Município,,,,,,11.2
2000,,Penafiel,Município,,,,,,7.9
2000,,Penalva do Castelo,Município,,,,,,13.2
2000,,Penamacor,Município,,,,,,20.2
2000,,Penedono,Município,,,,,,12.7
2000,,Penela,Município,,,,,,17.9
2000,,Peniche,Município,,,,,,10.2
2000,,Peso da Régua,Município,,,,,,11.2
2000,,Pinhel,Município,,,,,,13.3
2000,,Pombal,Município,,,,,,11.2
2000,,Ponta Delgada,Município,,,,,,9.1
2000,,Ponta do Sol,Município,,,,,,14.2
2000,,Ponte da Barca,Município,,,,,,13.6
2000,,Ponte de Lima,Município,,,,,,9.6
2000,,Ponte de Sor,Município,,,,,,13.6
2000,,Portalegre,Município,,,,,,12.8
2000,,Portel,Município,,,,,,12.8
2000,,Portimão,Município,,,,,,11.2
2000,,Porto,Município,,,,,,12.0
2000,,Porto de Mós,Município,,,,,,10.8
2000,,Porto Moniz,Município,,,,,,18.5
2000,,Porto Santo,Município,,,,,,9.6
2000,,Póvoa de Lanhoso,Município,,,,,,8.7
2000,,Póvoa de Varzim,Município,,,,,,7.8
2000,,Povoação,Município,,,,,,12.5
2000,,Proença-a-Nova,Município,,,,,,17.1
2000,,Redondo,Município,,,,,,16.5
2000,,Reguengos de Monsaraz,Município,,,,,,15.0
2000,,Resende,Município,,,,,,12.3
2000,,Ribeira Brava,Município,,,,,,13.9
2000,,Ribeira de Pena,Município,,,,,,15.3
2000,,Ribeira Grande,Município,,,,,,9.6
2000,,Rio Maior,Município,,,,,,12.8
2000,,Sabrosa,Município,,,,,,11.5
2000,,Sabugal,Município,,,,,,23.0
2000,,Salvaterra de Magos,Município,,,,,,12.2
2000,,Santa Comba Dão,Município,,,,,,12.1
2000,,Santa Cruz,Município,,,,,,10.5
2000,,Santa Cruz da Graciosa,Município,,,,,,15.4
2000,,Santa Cruz das Flores,Município,,,,,,13.2
2000,,Santa Maria da Feira,Município,,,,,,6.5
2000,,Santa Marta de Penaguião,Município,,,,,,12.1
2000,,Santana,Município,,,,,,14.6
2000,,Santarém,Município,,,,,,12.8
2000,,Santiago do Cacém,Município,,,,,,10.9
2000,,Santo Tirso,Município,,,,,,8.3
2000,,São Brás de Alportel,Município,,,,,,13.2
2000,,São João da Madeira,Município,,,,,,7.5
2000,,São João da Pesqueira,Município,,,,,,13.8
2000,,São Pedro do Sul,Município,,,,,,14.0
2000,,São Roque do Pico,Município,,,,,,11.8
